age,workclass,fnlwgt,education,educational-num,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29,Private,337953,Assoc-voc,6,Married,Sales,White,Male,> 0,0,40,United-States,<=50K
18,Private,270544,9th-12th,3,Unmarried,Adm-clerical,White,Female,0,0,30,United-States,<=50K
48,Private,358382,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,52,United-States,<=50K
21,Private,127914,Some-college,5,Unmarried,Other-service,White,Male,0,0,20,United-States,<=50K
24,Government,232918,Bachelors,8,Unmarried,Prof-specialty,White,Male,0,0,20,United-States,<=50K
51,Private,103824,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,40,Other,<=50K
53,Government,170354,Some-college,5,Married,Adm-clerical,White,Male,0,0,40,United-States,>50K
31,Private,119422,HS-grad,4,Married,Sales,White,Male,0,0,40,United-States,<=50K
36,Private,158592,9th-12th,3,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
44,Government,206927,Bachelors,8,Married,Exec-managerial,White,Male,> 0,0,40,United-States,>50K
22,Private,255252,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Private,54164,HS-grad,4,Unmarried,Other-service,White,Male,> 0,0,60,United-States,>50K
43,Private,45975,9th-12th,3,Married,Sales,White,Male,0,0,40,Other,<=50K
46,Private,199316,Some-college,5,Married,Craft-repair,Other,Male,0,0,40,Other,<=50K
37,Private,203828,HS-grad,4,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
53,Government,164300,Bachelors,8,Divorced,Adm-clerical,White,Female,0,0,38,Other,<=50K
54,Government,54377,Masters,9,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
32,Private,199416,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
31,Private,133861,Assoc-acdm,7,Divorced,Exec-managerial,White,Male,0,0,40,United-States,<=50K
29,Private,147889,Assoc-acdm,7,Married,Tech-support,White,Female,0,0,40,United-States,<=50K
46,Private,222011,Some-college,5,Divorced,Exec-managerial,White,Male,0,0,50,United-States,<=50K
39,Government,229651,Bachelors,8,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
28,Private,138054,Assoc-acdm,7,Unmarried,Other-service,Other,Male,0,0,40,United-States,<=50K
17,Private,127366,9th-12th,3,Unmarried,Sales,White,Female,0,0,8,United-States,<=50K
22,Private,170583,9th-12th,3,Unmarried,Craft-repair,Other,Male,0,0,40,United-States,<=50K
47,Private,299508,HS-grad,4,Divorced,Tech-support,Black,Female,0,0,55,United-States,<=50K
25,Private,267426,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
19,Private,57366,Some-college,5,Unmarried,Machine-op-inspct,White,Female,0,0,30,United-States,<=50K
43,Private,281315,Some-college,5,Divorced,Sales,White,Male,0,0,42,United-States,<=50K
18,Private,163067,Some-college,5,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
42,Private,198229,Prof-school,10,Married,Tech-support,White,Male,0,0,65,United-States,>50K
22,Private,118235,HS-grad,4,Unmarried,Sales,Other,Male,0,0,55,United-States,<=50K
35,Private,151322,Bachelors,8,Married,Exec-managerial,White,Male,> 0,0,55,United-States,>50K
46,Private,84790,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
19,Private,214678,HS-grad,4,Unmarried,Other-service,White,Male,0,0,30,United-States,<=50K
43,Private,265072,Bachelors,8,Unmarried,Prof-specialty,Other,Male,0,> 0,50,United-States,>50K
22,Private,51136,Some-college,5,Unmarried,Tech-support,White,Female,0,0,60,United-States,<=50K
25,Private,306908,Bachelors,8,Married,Prof-specialty,White,Male,0,0,45,United-States,>50K
40,Private,204585,HS-grad,4,Married,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
49,Private,74984,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Private,138692,Bachelors,8,Married,Prof-specialty,White,Male,0,> 0,40,United-States,>50K
59,Self-emp,52822,Bachelors,8,Married,Craft-repair,White,Male,0,0,60,United-States,<=50K
46,Private,184632,Assoc-voc,6,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
35,Private,174597,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
37,Private,166497,Bachelors,8,Divorced,Craft-repair,White,Male,0,0,35,United-States,<=50K
38,Private,289653,Bachelors,8,Divorced,Sales,White,Male,0,0,45,United-States,>50K
19,Private,131615,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
32,Private,174704,9th-12th,3,Unmarried,Other-service,Black,Male,0,0,40,United-States,<=50K
18,Government,280728,Some-college,5,Unmarried,Sales,White,Female,0,0,32,United-States,<=50K
26,Government,218782,HS-grad,4,Married,Adm-clerical,Other,Male,0,0,40,United-States,<=50K
17,Private,365613,9th-12th,3,Unmarried,Other-service,White,Male,0,0,10,Other,<=50K
35,Government,89040,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
31,Private,156464,9th-12th,3,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
19,Government,37332,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,20,United-States,<=50K
38,Private,61343,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
27,Private,318639,9th-12th,3,Unmarried,Other-service,White,Male,0,0,60,Other,<=50K
30,Private,154297,9th-12th,3,Unmarried,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
51,Self-emp,85902,9th-12th,3,Separated,Transport-moving,White,Female,0,0,40,United-States,<=50K
54,Government,57679,HS-grad,4,Unmarried,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
27,Private,321896,HS-grad,4,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
43,Private,64506,Some-college,5,Divorced,Other-service,White,Male,0,0,30,United-States,<=50K
39,Private,172571,Masters,9,Married,Exec-managerial,White,Male,0,0,45,United-States,>50K
49,Private,105431,HS-grad,4,Divorced,Other-service,Black,Female,0,0,40,United-States,<=50K
18,Private,157273,9th-12th,3,Unmarried,Other-service,Black,Male,0,0,15,United-States,<=50K
44,Private,180985,Bachelors,8,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
38,Private,181139,Bachelors,8,Unmarried,Sales,White,Female,0,0,42,United-States,<=50K
44,Self-emp,242434,Bachelors,8,Divorced,Sales,White,Female,> 0,0,60,United-States,>50K
55,Government,169133,Bachelors,8,Divorced,Prof-specialty,White,Male,0,0,40,United-States,<=50K
43,Government,118600,Bachelors,8,Divorced,Prof-specialty,White,Female,0,> 0,40,United-States,<=50K
23,Private,218445,1st-8th,2,Unmarried,Other-service,White,Female,0,0,12,Other,<=50K
38,Private,179488,Assoc-acdm,7,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Self-emp,183173,HS-grad,4,Married,Exec-managerial,White,Male,0,0,70,United-States,>50K
32,Private,137184,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Private,75227,Prof-school,10,Unmarried,Prof-specialty,White,Male,> 0,0,40,United-States,>50K
31,Private,191001,HS-grad,4,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
41,Self-emp,233150,Assoc-voc,6,Married,Sales,White,Male,0,0,55,United-States,<=50K
43,Government,344519,Doctorate,11,Married,Prof-specialty,White,Female,0,0,40,United-States,>50K
58,Private,136841,Bachelors,8,Married,Prof-specialty,White,Female,> 0,0,35,United-States,>50K
46,Private,105327,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Private,37646,Some-college,5,Married,Prof-specialty,White,Male,0,0,45,United-States,<=50K
29,Private,79586,HS-grad,4,Married,Craft-repair,Other,Male,0,0,65,United-States,<=50K
23,Self-emp,255252,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
39,Self-emp,107233,HS-grad,4,Unmarried,Craft-repair,Other,Male,0,0,40,United-States,<=50K
41,Private,341204,Bachelors,8,Married,Adm-clerical,White,Female,0,0,40,United-States,>50K
25,Self-emp,182750,Bachelors,8,Unmarried,Sales,White,Male,0,0,45,United-States,>50K
53,Government,68985,HS-grad,4,Married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
35,Self-emp,195744,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,50,United-States,<=50K
49,Private,125421,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
20,Private,266467,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Private,257863,Bachelors,8,Unmarried,Adm-clerical,White,Female,0,0,50,United-States,<=50K
58,Private,259532,Some-college,5,Married,Transport-moving,White,Male,0,0,70,United-States,<=50K
36,Private,209629,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
40,Private,130760,HS-grad,4,Married,Exec-managerial,White,Male,0,0,42,United-States,<=50K
28,Private,68642,HS-grad,4,Unmarried,Other-service,White,Female,0,0,46,United-States,<=50K
53,Private,263729,Some-college,5,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Private,338290,Some-college,5,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
34,Private,357145,Bachelors,8,Married,Prof-specialty,White,Female,0,0,50,United-States,>50K
27,Government,138917,Bachelors,8,Unmarried,Prof-specialty,White,Male,0,0,35,United-States,<=50K
45,Private,260490,Masters,9,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
44,Private,228057,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,40,Other,<=50K
51,Private,96062,Some-college,5,Married,Sales,White,Male,0,> 0,40,United-States,>50K
39,Private,315565,HS-grad,4,Married,Transport-moving,Black,Male,0,0,40,Other,<=50K
46,Government,481258,Bachelors,8,Married,Adm-clerical,White,Male,0,0,45,United-States,>50K
27,Government,194515,Assoc-acdm,7,Unmarried,Prof-specialty,Black,Female,0,0,37,United-States,<=50K
42,Government,55764,Assoc-acdm,7,Divorced,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
35,Private,107477,Some-college,5,Unmarried,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
42,Private,70055,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
29,Private,146014,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,50,United-States,<=50K
33,Self-emp,188246,Bachelors,8,Divorced,Craft-repair,White,Male,0,> 0,60,United-States,<=50K
36,Government,51089,Bachelors,8,Married,Adm-clerical,White,Male,0,0,50,United-States,>50K
42,Private,196001,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
38,Private,109231,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
38,Private,428251,Some-college,5,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Private,227214,Bachelors,8,Married,Prof-specialty,Other,Male,0,0,40,Other,<=50K
40,Self-emp,355856,Bachelors,8,Separated,Exec-managerial,Other,Male,0,0,40,United-States,<=50K
42,Private,228320,Bachelors,8,Married,Sales,White,Male,> 0,0,45,United-States,>50K
31,Self-emp,203181,9th-12th,3,Married,Craft-repair,White,Male,0,0,35,United-States,<=50K
27,Private,220754,Doctorate,11,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
28,Private,59335,Bachelors,8,Married,Adm-clerical,White,Female,0,0,15,United-States,<=50K
39,Private,156897,HS-grad,4,Unmarried,Craft-repair,White,Male,0,> 0,42,United-States,>50K
21,Private,121889,Some-college,5,Unmarried,Sales,Black,Female,0,0,20,United-States,<=50K
56,Self-emp,174564,Masters,9,Married,Prof-specialty,White,Male,0,0,60,United-States,>50K
35,Private,172694,HS-grad,4,Married,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
36,Private,52327,Masters,9,Married,Prof-specialty,Other,Male,0,0,40,Other,>50K
18,Private,176653,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,0,0,26,United-States,<=50K
48,Private,370119,Bachelors,8,Married,Sales,White,Male,0,> 0,50,United-States,>50K
26,Private,120238,Bachelors,8,Unmarried,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
27,Government,282664,Bachelors,8,Unmarried,Prof-specialty,Other,Female,0,0,45,United-States,<=50K
61,Self-emp,84409,Doctorate,11,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
28,Private,192010,Bachelors,8,Married,Other-service,White,Female,0,0,35,United-States,<=50K
35,Private,239755,Bachelors,8,Unmarried,Other-service,White,Male,0,0,38,United-States,<=50K
29,Government,214706,HS-grad,4,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
33,Self-emp,192256,Bachelors,8,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
28,Private,56179,Some-college,5,Unmarried,Exec-managerial,White,Male,> 0,0,55,United-States,<=50K
57,Government,40103,9th-12th,3,Unmarried,Prof-specialty,White,Male,0,0,35,United-States,<=50K
53,Private,162796,HS-grad,4,Married,Machine-op-inspct,Other,Male,0,0,40,United-States,<=50K
55,Private,377113,Bachelors,8,Married,Transport-moving,White,Male,> 0,0,60,United-States,>50K
19,Private,219671,Some-college,5,Unmarried,Prof-specialty,White,Female,0,0,20,United-States,<=50K
18,Private,300379,9th-12th,3,Unmarried,Adm-clerical,White,Male,0,0,12,United-States,<=50K
61,Private,81132,1st-8th,2,Married,Handlers-cleaners,Other,Male,> 0,0,40,Other,>50K
21,Private,163870,Some-college,5,Unmarried,Sales,White,Male,0,0,40,United-States,<=50K
37,Private,49687,Bachelors,8,Divorced,Craft-repair,White,Male,0,> 0,40,United-States,<=50K
22,Private,615367,Bachelors,8,Unmarried,Sales,White,Female,0,0,60,United-States,<=50K
24,Private,198914,HS-grad,4,Unmarried,Sales,Black,Male,0,0,25,United-States,<=50K
18,Private,180725,9th-12th,3,Unmarried,Other-service,White,Male,0,0,16,United-States,<=50K
17,Private,162205,9th-12th,3,Unmarried,Handlers-cleaners,White,Female,0,0,15,United-States,<=50K
28,Private,192257,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,Other,<=50K
17,Private,142912,9th-12th,3,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
23,Private,214227,Assoc-voc,6,Divorced,Adm-clerical,White,Female,0,0,30,United-States,<=50K
36,Private,191335,Some-college,5,Married,Craft-repair,White,Male,0,0,56,United-States,<=50K
53,Private,156843,Masters,9,Unmarried,Prof-specialty,White,Female,0,> 0,54,United-States,>50K
49,Private,190319,Bachelors,8,Separated,Adm-clerical,Other,Male,0,0,40,Other,<=50K
41,Government,46366,Bachelors,8,Married,Exec-managerial,Black,Female,0,0,50,United-States,>50K
34,Self-emp,80933,HS-grad,4,Divorced,Farming-fishing,White,Male,0,0,40,United-States,<=50K
20,Self-emp,190968,1st-8th,2,Unmarried,Craft-repair,White,Male,0,0,20,United-States,<=50K
33,Private,137088,Bachelors,8,Married,Machine-op-inspct,Other,Male,0,0,40,Other,<=50K
34,Government,243867,9th-12th,3,Separated,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
31,Private,173495,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
33,Private,184245,9th-12th,3,Married,Transport-moving,White,Male,0,0,50,Other,<=50K
34,Private,117963,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,45,United-States,<=50K
44,Private,54271,HS-grad,4,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
26,Government,337575,Bachelors,8,Unmarried,Prof-specialty,White,Male,0,0,40,United-States,>50K
32,Government,145983,Some-college,5,Married,Tech-support,White,Female,0,0,40,United-States,<=50K
43,Private,50646,HS-grad,4,Married,Craft-repair,White,Male,0,0,70,United-States,<=50K
43,Private,57600,Doctorate,11,Separated,Prof-specialty,White,Female,0,0,40,United-States,<=50K
31,Private,122609,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
31,Private,264351,1st-8th,2,Unmarried,Machine-op-inspct,White,Male,0,0,40,Other,<=50K
36,Government,287821,Bachelors,8,Married,Adm-clerical,White,Female,0,0,40,United-States,>50K
33,Private,164190,Assoc-voc,6,Married,Craft-repair,White,Male,> 0,0,40,United-States,>50K
34,Private,127651,Masters,9,Married,Exec-managerial,White,Male,0,0,55,United-States,>50K
50,Private,301583,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
42,Private,284758,HS-grad,4,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
60,Private,54800,HS-grad,4,Married,Other-service,White,Female,0,0,40,United-States,<=50K
27,Self-emp,120126,Bachelors,8,Married,Exec-managerial,White,Male,0,> 0,45,United-States,>50K
46,Self-emp,161386,9th-12th,3,Married,Adm-clerical,White,Female,0,0,50,United-States,<=50K
23,Private,113466,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Private,230961,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
25,Private,226891,Assoc-voc,6,Unmarried,Other-service,Other,Female,0,0,40,United-States,<=50K
21,Private,138513,Some-college,5,Unmarried,Exec-managerial,White,Male,0,0,25,United-States,<=50K
44,Private,121781,Some-college,5,Divorced,Adm-clerical,Other,Female,0,0,37,United-States,<=50K
21,Government,82847,Some-college,5,Unmarried,Exec-managerial,White,Female,0,0,38,United-States,<=50K
41,Private,125461,Some-college,5,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
32,Private,108116,Bachelors,8,Married,Exec-managerial,White,Male,0,> 0,60,United-States,>50K
40,Private,164678,Assoc-acdm,7,Divorced,Prof-specialty,White,Female,0,0,32,United-States,<=50K
25,Private,326370,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,38,United-States,<=50K
41,Private,116797,HS-grad,4,Married,Sales,White,Male,> 0,0,50,United-States,>50K
28,Private,377095,Bachelors,8,Married,Exec-managerial,White,Female,0,0,40,United-States,<=50K
53,Government,175897,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Private,279901,HS-grad,4,Married,Other-service,Black,Male,0,0,40,United-States,<=50K
30,Private,299223,Some-college,5,Divorced,Sales,Other,Female,0,0,40,United-States,<=50K
34,Private,151693,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
25,Private,199545,HS-grad,4,Unmarried,Sales,White,Female,0,0,35,United-States,<=50K
58,Government,138130,HS-grad,4,Unmarried,Tech-support,Black,Female,0,0,40,United-States,<=50K
52,Government,142757,HS-grad,4,Married,Other-service,Black,Male,0,0,40,United-States,>50K
38,Private,455379,Masters,9,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
52,Private,145271,Bachelors,8,Married,Craft-repair,Other,Male,0,0,40,United-States,<=50K
55,Self-emp,225623,Some-college,5,Married,Farming-fishing,White,Male,0,0,40,United-States,<=50K
60,Private,162947,1st-8th,2,Divorced,Machine-op-inspct,White,Female,0,0,40,Other,<=50K
42,Self-emp,177307,Prof-school,10,Married,Farming-fishing,White,Male,0,0,65,United-States,>50K
27,Government,289039,Some-college,5,Unmarried,Other-service,Other,Female,0,0,40,United-States,<=50K
18,Self-emp,147612,HS-grad,4,Unmarried,Farming-fishing,White,Female,0,0,8,United-States,<=50K
47,Private,200734,Bachelors,8,Unmarried,Exec-managerial,Black,Female,0,0,45,United-States,<=50K
45,Private,341995,Assoc-voc,6,Married,Prof-specialty,White,Male,0,> 0,42,United-States,>50K
